game,publisher,publisher2,genre,genre_ma,genre_mi,year,year2,esrb,esrb2,local_player,local_player2,online_player,online_player2,metacritic,exclusive,sales_na,sales_eu,sales_jp,sales_o,sales_total
Ice Age 2: The Meltdown,Vivendi Games,Vivendi Games,Platformer,NA,Platformer,2006,2006,E10,E,1,1,NA,NA,68,No,0.07,0.02,NA,NA,0.1
IHRA Drag Racing 2004,Bethesda Softworks,Other,Racing,Racing,NA,2003,2003,E,E,2,2,NA,NA,40,Yes,0.15,0.04,NA,0.01,0.2
IHRA Drag Racing: Sportsman Edition,Bethesda Softworks,Other,Racing,Racing,NA,2006,2006,E,E,2,2,NA,NA,35,No,0.01,NA,NA,NA,0.02
IHRA Professional Drag Racing 2005,Bethesda Softworks,Other,Racing,Racing,NA,2004,2004,E,E,2,2,NA,NA,36,No,0.04,0.01,NA,NA,0.06
Indiana Jones and the Emperor's Tomb,LucasArts,LucasArts,ActionAdventure,ActionAdventure,NA,2003,2003,T,T,1,1,NA,NA,73,No,0.14,0.04,NA,0.01,0.18
Indigo Prophecy,Atari,Atari,ActionAdventure,ActionAdventure,NA,2005,2005,M,M,1,1,NA,NA,84,No,0.07,0.03,NA,NA,0.1
IndyCar Series,Codemasters,Codemasters,Racing,Racing,NA,2003,2003,E,E,4,4,NA,NA,71,No,0.04,0.01,NA,NA,0.05
Indycar Series 2005,Codemasters,Codemasters,ActionAdventure,ActionAdventure,NA,2004,2004,E,E,4,4,12,8,72,No,0.06,0.02,NA,NA,0.08
I-Ninja,Namco Bandai Games,Namco Bandai Games,Platformer,NA,Platformer,2003,2003,T,T,1,1,NA,NA,75,No,0.05,0.02,NA,NA,0.07
Intellivision Lives!,Crave Entertainment,Other,Collection,NA,Collection,2004,2004,E,E,2,2,NA,NA,60,No,0.03,0.01,NA,NA,0.05
International Superstar Soccer 2,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,NA,2002,2002,E,E,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
Iron Phoenix,Sega,Sega,Fighting,NA,Fighting,2005,2005,T,T,1,1,16,16,58,Yes,0.02,NA,NA,NA,0.02
Jacked,Empire Interactive,Empire Interactive,Racing,Racing,NA,2006,2006,E,E,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
Jade Empire,Microsoft Game Studios,Microsoft Game Studios,RPG,NA,RPG,2005,2005,M,M,1,1,NA,NA,89,Yes,0.48,0.19,NA,0.03,0.7
James Bond 007: Agent Under Fire,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2002,2002,T,T,4,4,NA,NA,71,No,0.65,0.22,NA,0.03,0.9
James Bond 007: Everything or Nothing,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2004,2004,T,T,2,2,NA,NA,83,No,0.43,0.19,NA,0.02,0.64
James Bond 007: Nightfire,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2002,2002,T,T,4,4,NA,NA,78,No,0.58,0.22,NA,0.03,0.82
James Cameron's Dark Angel,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,NA,2002,2002,T,T,1,1,NA,NA,47,No,0.05,0.02,NA,NA,0.07
Jaws Unleashed,THQ,THQ,ActionAdventure,ActionAdventure,NA,2006,2006,M,M,1,1,NA,NA,51,No,0.11,0.03,NA,0.01,0.15
Jikkyou World Soccer 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,NA,2002,2002,E,E,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
JSRF: Jet Set Radio Future,Sega,Sega,ActionAdventure,ActionAdventure,NA,2002,2002,T,T,4,4,NA,NA,88,Yes,0.13,0.04,0.03,0.01,0.21
Judge Dredd: Dredd Vs Death,Vivendi Games,Vivendi Games,Shooter,Shooter,NA,2003,2003,M,M,4,4,NA,NA,57,No,0.01,NA,NA,NA,0.02
Juiced,THQ,THQ,Racing,Racing,NA,2005,2005,T,T,2,2,6,4,68,No,0.13,0.04,NA,0.01,0.18
Jurassic Park: Operation Genesis,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,NA,Simulation,2003,2003,T,T,1,1,NA,NA,69,No,0.05,0.01,NA,NA,0.07
Just Cause,Eidos Interactive,Eidos Interactive,ActionAdventure,ActionAdventure,NA,2006,2006,M,M,1,1,NA,NA,74,No,NA,NA,NA,NA,NA
Justice League Heroes,Warner Bros. Interactive Entertainment,Other,RPG,NA,RPG,2006,2006,T,T,2,2,NA,NA,68,No,NA,NA,NA,NA,NA
Kabuki Warriors,Genki,Other,ActionAdventure,ActionAdventure,NA,2001,2002,M,M,1,1,NA,NA,32,Yes,0.05,0.01,NA,NA,0.06
Kakuto Chojin,Microsoft Game Studios,Microsoft Game Studios,Fighting,NA,Fighting,2002,2002,T,T,4,4,NA,NA,46,Yes,0.04,0.01,NA,NA,0.05
Kao the Kangaroo Round 2,JoWood Productions,Other,Platformer,NA,Platformer,2005,2005,E,E,1,1,NA,NA,62,No,NA,NA,NA,NA,NA
Karaoke Revolution,Konami Digital Entertainment,Konami Digital Entertainment,Music,NA,Music,2004,2004,E,E,4,4,NA,NA,80,No,0.06,0.02,NA,NA,0.09
Karaoke Revolution Party,Konami Digital Entertainment,Konami Digital Entertainment,Music,NA,Music,2005,2005,E,E,4,4,NA,NA,80,No,0.05,0.01,NA,NA,0.07
Kelly Slater's Pro Surfer,Activision,Activision,Sports,Sports,NA,2002,2002,E,E,2,2,NA,NA,80,No,0.08,0.02,NA,NA,0.1
Kikou Heidan J-Phoenix +,Takara,Other,ActionAdventure,ActionAdventure,NA,2002,2002,T,T,2,2,NA,NA,NA,No,NA,NA,NA,NA,NA
Kill.Switch,Namco Bandai Games,Namco Bandai Games,Shooter,Shooter,NA,2003,2003,T,T,1,1,NA,NA,75,No,0.18,0.05,NA,0.01,0.24
King Arthur,Konami Digital Entertainment,Konami Digital Entertainment,ActionAdventure,ActionAdventure,NA,2004,2004,T,T,2,2,NA,NA,61,No,0.04,0.01,NA,NA,0.05
Kingdom Under Fire: Heroes,Deep Silver,Other,Strategy,NA,Strategy,2005,2005,M,M,1,1,6,4,78,Yes,0.11,0.03,NA,0.01,0.15
Kingdom Under Fire: The Crusaders,Deep Silver,Other,Strategy,NA,Strategy,2004,2004,M,M,1,1,2,2,81,Yes,0.24,0.07,NA,0.01,0.32
Knight's Apprentice: Memorick's Adventures,Microids,Other,ActionAdventure,ActionAdventure,NA,2004,2004,T,T,1,1,NA,NA,53,Yes,0.02,NA,NA,NA,0.02
Knights of the Temple II,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,NA,2005,2005,M,M,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Knights of the Temple: Infernal Crusade,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,NA,2004,2004,M,M,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Knockout Kings 2002,Electronic Arts,Electronic Arts,Sports,Sports,NA,2002,2002,T,T,2,2,NA,NA,78,No,0.2,0.06,NA,0.01,0.27
Kung Fu Chaos,Microsoft Game Studios,Microsoft Game Studios,Fighting,NA,Fighting,2003,2003,T,T,4,4,NA,NA,68,Yes,0.21,0.06,NA,0.01,0.28
L.A. Rush,Midway Games,Midway Games,Racing,Racing,NA,2005,2005,T,T,4,4,4,4,59,No,0.11,0.03,NA,0.01,0.14
Land of the Dead: Road to Fiddler's Green,Groove Games,Other,Shooter,Shooter,NA,2005,2005,M,M,4,4,8,8,32,Yes,0.05,0.01,NA,NA,0.06
Largo Winch: Empire Under Threat,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,NA,2002,2002,M,M,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Lawnmower Racing Mania 2007,Vivendi Games,Vivendi Games,Racing,Racing,NA,2007,2006,T,T,4,4,8,8,NA,Yes,NA,NA,NA,NA,NA
Legacy of Kain: Defiance,Eidos Interactive,Eidos Interactive,ActionAdventure,ActionAdventure,NA,2003,2003,M,M,1,1,NA,NA,74,No,0.14,0.04,NA,0.01,0.19
Legends of Wrestling,Acclaim Entertainment,Acclaim Entertainment,Fighting,NA,Fighting,2002,2002,T,T,4,4,NA,NA,65,No,0.1,0.03,NA,NA,0.14
Legends of Wrestling II,Acclaim Entertainment,Acclaim Entertainment,Fighting,NA,Fighting,2002,2002,T,T,4,4,NA,NA,62,No,0.09,0.03,NA,NA,0.13
LEGO Star Wars II: The Original Trilogy,LucasArts,LucasArts,ActionAdventure,ActionAdventure,NA,2006,2006,E10,E,2,2,NA,NA,85,No,0.33,0.1,NA,0.02,0.44
LEGO Star Wars: The Video Game,LucasArts,LucasArts,ActionAdventure,ActionAdventure,NA,2005,2005,E,E,2,2,NA,NA,76,No,0.83,0.28,NA,0.05,1.16
Leisure Suit Larry: Magna Cum Laude,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,NA,2004,2004,M,M,1,1,NA,NA,62,No,0.12,0.04,NA,0.01,0.17
Lemony Snicket's A Series of Unfortunate Events,Activision,Activision,Platformer,NA,Platformer,2004,2004,E,E,1,1,NA,NA,70,No,0.09,0.03,NA,NA,0.12
Links 2004,Microsoft Game Studios,Microsoft Game Studios,Sports,Sports,NA,2003,2003,E,E,4,4,4,4,80,Yes,0.21,0.06,NA,0.01,0.29
Loons: The Fight For Fame,Atari,Atari,ActionAdventure,ActionAdventure,NA,2002,2002,E,E,4,4,NA,NA,47,Yes,0.05,0.02,NA,NA,0.07
Lord of the Rings: The Third Age,Electronic Arts,Electronic Arts,RPG,NA,RPG,2004,2004,T,T,2,2,NA,NA,75,No,0.31,0.09,NA,0.01,0.42
Mace Griffin: Bounty Hunter,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2003,2003,M,M,1,1,NA,NA,64,No,0.08,0.02,NA,NA,0.11
Mad Dash Racing,Eidos Interactive,Eidos Interactive,Racing,Racing,NA,2001,2002,T,T,4,4,NA,NA,65,Yes,0.11,0.03,NA,0.01,0.15
Madagascar,Activision,Activision,Platformer,NA,Platformer,2005,2005,E10,E,4,4,NA,NA,71,No,0.21,0.06,NA,0.01,0.28
Madden NFL 06,Electronic Arts,Electronic Arts,Sports,Sports,NA,2005,2005,E,E,4,4,2,2,86,No,1.75,0.03,NA,0.08,1.86
Madden NFL 07,Electronic Arts,Electronic Arts,Sports,Sports,NA,2006,2006,E,E,4,4,2,2,83,No,0.97,0.03,NA,0.03,1.02
Madden NFL 08,Electronic Arts,Electronic Arts,Sports,Sports,NA,2007,2006,E,E,4,4,2,2,76,No,0.22,0.06,NA,0.01,0.29
Madden NFL 09,Electronic Arts,Electronic Arts,Sports,Sports,NA,2008,2006,E,E,4,4,2,2,NA,No,0.13,0.04,NA,0.01,0.18
Madden NFL 2002,Electronic Arts,Electronic Arts,Sports,Sports,NA,2001,2002,E,E,4,4,NA,NA,90,No,0.53,0.02,NA,0.03,0.58
Madden NFL 2003,Electronic Arts,Electronic Arts,Sports,Sports,NA,2002,2002,E,E,4,4,NA,NA,92,No,0.67,0.02,NA,0.03,0.71
Madden NFL 2004,Electronic Arts,Electronic Arts,Sports,Sports,NA,2003,2003,E,E,4,4,NA,NA,92,No,1.02,0.02,NA,0.05,1.09
Madden NFL 2005,Electronic Arts,Electronic Arts,Sports,Sports,NA,2004,2004,E,E,4,4,2,2,91,No,1.61,0.03,NA,0.08,1.72
Mafia,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,NA,2004,2004,M,M,1,1,NA,NA,66,No,0.17,0.05,NA,0.01,0.23
Magatama,Microsoft Game Studios,Microsoft Game Studios,ActionAdventure,ActionAdventure,NA,2003,2003,T,T,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Magic: The Gathering - Battlegrounds,Atari,Atari,Strategy,NA,Strategy,2003,2003,T,T,2,2,2,2,72,Yes,0.12,0.03,NA,0.01,0.16
Major League Baseball 2K5,Take-Two Interactive,Take-Two Interactive,Sports,Sports,NA,2005,2005,E,E,2,2,2,2,81,No,0.52,0.02,NA,0.02,0.56
Major League Baseball 2K5: World Series Edition,Take-Two Interactive,Take-Two Interactive,Sports,Sports,NA,2005,2005,E,E,2,2,2,2,88,No,NA,NA,NA,NA,NA
Major League Baseball 2K6,Take-Two Interactive,Take-Two Interactive,Sports,Sports,NA,2006,2006,E,E,2,2,2,2,71,No,0.24,0.07,NA,0.01,0.33
Major League Baseball 2K7,Take-Two Interactive,Take-Two Interactive,Sports,Sports,NA,2007,2006,E,E,2,2,2,2,71,No,NA,NA,NA,NA,NA
Malice,Evolved Games,Other,Platformer,NA,Platformer,2004,2004,T,T,1,1,NA,NA,48,No,0.01,NA,NA,NA,0.01
Manhunt,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,NA,2004,2004,M,M,1,1,NA,NA,74,No,0.14,0.04,NA,0.01,0.19
Marc Ecko's Getting Up: Contents Under Pressure,Atari,Atari,ActionAdventure,ActionAdventure,NA,2006,2006,M,M,2,2,NA,NA,71,No,NA,NA,NA,NA,NA
Marvel Nemesis: Rise of the Imperfects,Electronic Arts,Electronic Arts,Fighting,NA,Fighting,2005,2005,T,T,2,2,2,2,58,No,0.21,0.06,NA,0.01,0.28
Marvel vs. Capcom 2,Capcom,Capcom,Fighting,NA,Fighting,2002,2002,T,T,2,2,NA,NA,65,No,0.09,0.03,0.01,NA,0.14
Marvel: Ultimate Alliance,Activision,Activision,RPG,NA,RPG,2006,2006,T,T,4,4,4,4,83,No,NA,NA,NA,NA,NA
Mat Hoffman's Pro BMX 2,Activision,Activision,Sports,Sports,NA,2002,2002,T,T,2,2,NA,NA,75,No,0.15,0.04,NA,0.01,0.2
Matrix: Path Of Neo,Atari,Atari,ActionAdventure,ActionAdventure,NA,2005,2005,T,T,1,1,NA,NA,73,No,NA,NA,NA,NA,NA
Max Payne,Take-Two Interactive,Take-Two Interactive,Shooter,Shooter,NA,2001,2002,M,M,1,1,NA,NA,89,No,0.98,0.19,NA,0.05,1.22
Max Payne 2: The Fall of Max Payne,Take-Two Interactive,Take-Two Interactive,Shooter,Shooter,NA,2003,2003,M,M,1,1,NA,NA,84,No,0.47,0.15,NA,0.02,0.64
Maximum Chase,Microsoft Game Studios,Microsoft Game Studios,Racing,Racing,NA,2002,2002,T,T,1,1,NA,NA,56,Yes,0.05,0.02,NA,NA,0.07
MechAssault,Microsoft Game Studios,Microsoft Game Studios,Simulation,NA,Simulation,2002,2002,T,T,2,2,8,8,87,Yes,1.01,0.1,NA,0.03,1.13
MechAssault 2: Lone Wolf,Microsoft Game Studios,Microsoft Game Studios,Simulation,NA,Simulation,2004,2004,T,T,2,2,12,8,81,Yes,0.27,0.08,NA,0.01,0.36
Medal of Honor: European Assault,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2005,2005,T,T,4,4,NA,NA,72,No,0.32,0.19,NA,0.02,0.53
Medal of Honor: Frontline,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2002,2002,T,T,4,4,NA,NA,81,No,1,0.43,NA,0.06,1.49
Medal of Honor: Rising Sun,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2003,2003,T,T,4,4,NA,NA,65,No,0.76,0.36,NA,0.05,1.17
Mega Man Anniversary Collection,Capcom,Capcom,Platformer,NA,Platformer,2005,2005,E,E,1,1,NA,NA,80,No,0.1,0.03,NA,NA,0.13
Men of Valor,Vivendi Games,Vivendi Games,Shooter,Shooter,NA,2004,2004,M,M,1,1,12,8,73,Yes,0.19,0.05,NA,0.01,0.25
