game,publisher,publisher2,genre,genre2,year,year2,esrb,esrb2,local_player,local_player2,online_player,online_player2,metacritic,exclusive,sales_na,sales_eu,sales_jp,sales_o,sales_total
Demon Chaos,Konami Digital Entertainment,Konami Digital Entertainment,ActionAdventure,ActionAdventure,2005,2005,T,T,1,1,NA,NA,NA,Yes,NA,NA,0.09,NA,0.09
Densha De Go! 3 Tsuukinhen,Taito,Other,Simulation,Simulation,2001,2001,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.06,NA,0.06
Densha de Go! Final,Taito,Other,Simulation,Simulation,2004,2004,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Densha de Go! Professional 2,Taito,Other,Simulation,Simulation,2003,2003,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Densha de Go! Ryojouhen,Taito,Other,Simulation,Simulation,2002,2002,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Densha de Go! Shinkansen: Sanyou Shinkansen-hen,Taito,Other,Simulation,Simulation,2001,2001,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Derby Stallion 04,Enterbrain,Other,Sports,Sports,2004,2004,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.55,NA,0.55
Derby Tsuku 3: Derby Uma o Tsukurou!,Sega,Sega,Sports,Sports,2003,2003,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Derby Tsuku 4: Derby Uma o Tsukurou!,Sega,Sega,Sports,Sports,2004,2004,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Derby Tsuku 5: Derby Uma o Tsukurou!,Sega,Sega,Sports,Sports,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.04,NA,0.04
Desert Kingdom,Idea Factory,Idea Factory,JAdventure,JAdventure,2010,2009,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.01,NA,0.01
Desire,Interchannel,Other,JAdventure,JAdventure,2004,2004,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Despicable Me: The Game,D3Publisher,D3Publisher,Platformer,Platformer,2010,2009,E10,E,2,2,NA,NA,NA,Yes,0.05,0.04,NA,0.01,0.1
Destroy All Humans!,THQ,THQ,ActionAdventure,ActionAdventure,2005,2005,T,T,1,1,NA,NA,74,No,0.78,0.03,NA,0.13,0.94
Destroy All Humans! 2,THQ,THQ,ActionAdventure,ActionAdventure,2006,2006,T,T,2,2,NA,NA,74,No,0.4,0.02,NA,0.07,0.48
Destruction Derby Arenas,Sony Computer Entertainment,Sony Computer Entertainment,Racing,Racing,2004,2004,T,T,2,2,20,16,57,Yes,0.06,0.05,NA,0.02,0.13
Deus Ex: The Conspiracy,Eidos Interactive,Eidos Interactive,ActionAdventure,ActionAdventure,2002,2002,M,M,1,1,NA,NA,81,Yes,0.1,0.08,NA,0.03,0.21
Devil Kings,Capcom,Capcom,ActionAdventure,ActionAdventure,2005,2005,T,T,1,1,NA,NA,64,Yes,0.03,0.03,0.18,0.01,0.25
Devil May Cry,Capcom,Capcom,ActionAdventure,ActionAdventure,2001,2001,M,M,1,1,NA,NA,94,Yes,1.36,0.86,0.64,0.13,2.99
Devil May Cry 2,Capcom,Capcom,ActionAdventure,ActionAdventure,2003,2003,M,M,1,1,NA,NA,68,Yes,0.71,0.58,0.51,0.17,1.97
Devil May Cry 3: Dante's Awakening,Capcom,Capcom,ActionAdventure,ActionAdventure,2005,2005,M,M,1,1,NA,NA,84,Yes,0.99,0.63,0.29,0.19,2.09
Devil May Cry 3: Dante's Awakening Special Edition,Capcom,Capcom,ActionAdventure,ActionAdventure,2006,2006,M,M,1,1,NA,NA,87,Yes,1.06,0.82,0.05,0.28,2.21
Diabolik: The Original Sin,Black Bean Games,Other,JAdventure,JAdventure,2009,2009,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
DICE: DNA Integrated Cybernetic Enterprises,Namco Bandai Games,Namco Bandai Games,Shooter,Shooter,2005,2005,E,E,2,2,NA,NA,48,Yes,0.01,0.01,NA,NA,0.03
Die Hard Arcade,Sega,Sega,ActionAdventure,ActionAdventure,2006,2006,NA,NA,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
Die Hard: Vendetta,NDA Productions,Other,Shooter,Shooter,2003,2003,M,M,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Diet Channel,Konami Digital Entertainment,Konami Digital Entertainment,Misc,Misc,2004,2004,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Digimon Rumble Arena 2,Atari,Atari,Fighting,Fighting,2004,2004,T,T,4,4,NA,NA,63,No,0.05,0.04,NA,0.01,0.09
Digimon World 4,Atari,Atari,RPG,RPG,2005,2005,E,E,4,4,NA,NA,48,No,0.08,0.06,NA,0.02,0.15
Digimon World: Data Squad,Namco Bandai Games,Namco Bandai Games,RPG,RPG,2006,2006,E10,E,1,1,NA,NA,43,Yes,0.12,0.09,NA,0.03,0.24
Dino Stalker,Capcom,Capcom,Shooter,Shooter,2002,2002,M,M,1,1,NA,NA,50,Yes,0.07,0.06,0.08,0.02,0.22
Dirge of Cerberus: Final Fantasy VII,Square Enix,Square Enix,Shooter,Shooter,2006,2006,T,T,1,1,NA,NA,57,Yes,0.47,0.37,0.52,0.12,1.48
Dirt Track Devils,Midas Interactive Entertainment,Midas Interactive Entertainment,Racing,Racing,2002,2002,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Disaster Report,Agetec,Other,ActionAdventure,ActionAdventure,2002,2002,T,T,1,1,NA,NA,66,Yes,0.03,0.02,0.15,0.01,0.21
Disgaea 2: Cursed Memories,Tecmo Koei,Tecmo Koei,RPG,RPG,2006,2006,T,T,1,1,NA,NA,84,Yes,0.09,0.07,0.15,0.02,0.33
Disgaea: Hour of Darkness,Tecmo Koei,Tecmo Koei,RPG,RPG,2003,2003,T,T,1,1,NA,NA,84,Yes,0.16,0.13,NA,0.04,0.33
Disney Golf,Electronic Arts,Electronic Arts,Sports,Sports,2002,2002,T,T,4,4,NA,NA,72,Yes,0.07,0.06,0.02,0.02,0.17
Disney Princess: Enchanted Journey,Disney Interactive Studios,Disney Interactive Studios,ActionAdventure,ActionAdventure,2007,2007,E,E,2,2,NA,NA,NA,Yes,0.11,0.09,NA,0.03,0.23
Disney Sing It,Disney Interactive Studios,Disney Interactive Studios,Music,Music,2008,2008,E,E,4,4,NA,NA,NA,Yes,0.25,0.19,NA,0.06,0.5
Disney Sing It! High School Musical 3: Senior Year,Disney Interactive Studios,Disney Interactive Studios,Music,Music,2008,2008,E,E,4,4,NA,NA,NA,Yes,0.09,0.02,NA,0.34,0.45
Disney Sing It: Pop Hits,Disney Interactive Studios,Disney Interactive Studios,Music,Music,2009,2009,E,E,4,4,NA,NA,NA,Yes,0.1,0.02,NA,0.22,0.34
Disney TH!NK Fast: The Ultimate Trivia Showdown,Disney Interactive Studios,Disney Interactive Studios,Party,Other,2008,2008,E,E,4,4,NA,NA,NA,Yes,0.08,0.06,NA,0.02,0.17
Disney's Chicken Little,Disney Interactive Studios,Disney Interactive Studios,Platformer,Platformer,2005,2005,E10,E,1,1,NA,NA,60,No,0.32,0.25,NA,0.08,0.65
Disney's Chicken Little: Ace In Action,Disney Interactive Studios,Disney Interactive Studios,Shooter,Shooter,2006,2006,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Disney's Donald Duck: Goin' Quackers,Ubisoft,Ubisoft,Platformer,Platformer,2000,2001,E,E,1,1,NA,NA,73,Yes,0.04,0.03,NA,0.01,0.08
Disney's Extreme Skate Adventure,Activision,Activision,Sports,Sports,2003,2003,E,E,2,2,NA,NA,78,No,0.16,0.12,NA,0.04,0.32
Disney's Kim Possible: What's the Switch?,Disney Interactive Studios,Disney Interactive Studios,Platformer,Platformer,2006,2006,E,E,2,2,NA,NA,76,Yes,NA,NA,NA,NA,NA
Disney's Meet the Robinsons,Disney Interactive Studios,Disney Interactive Studios,ActionAdventure,ActionAdventure,2007,2007,E10,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Disney's Peter Pan: The Legend of Never Land,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2005,2005,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Disney's PK: Out of the Shadows,Ubisoft,Ubisoft,Platformer,Platformer,2002,2002,E,E,1,1,NA,NA,49,No,0.06,0.05,NA,0.02,0.12
Disney's Stitch: Experiment 626,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2002,2002,E,E,1,1,NA,NA,59,Yes,0.15,0.12,NA,0.04,0.31
Disney's Tarzan Untamed,Ubisoft,Ubisoft,Platformer,Platformer,2001,2001,E,E,1,1,NA,NA,59,No,0.2,0.16,NA,0.05,0.41
Disney's The Haunted Mansion,Take-Two Interactive,Take-Two Interactive,Platformer,Platformer,2003,2003,T,T,1,1,NA,NA,NA,No,0.18,0.14,NA,0.05,0.36
Disney's Treasure Planet,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2002,2002,E,E,2,2,NA,NA,NA,Yes,0.16,0.13,NA,0.04,0.33
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Ubisoft,Ubisoft,Platformer,Platformer,2005,2005,E,E,2,2,NA,NA,NA,No,0.06,0.05,NA,0.02,0.13
DJ Hero,Activision,Activision,Music,Music,2009,2009,T,T,2,2,NA,NA,87,Yes,0.1,0.02,NA,0.2,0.32
DOA 2: Dead or Alive 2 Hardcore,Tecmo Koei,Tecmo Koei,Fighting,Fighting,2000,2001,T,T,4,4,NA,NA,91,Yes,NA,NA,0.11,NA,0.11
DoDonPachi Dai-Oujou,Arika,Other,Shooter,Shooter,2003,2003,NA,NA,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dog's Life,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2003,2003,T,T,1,1,NA,NA,64,Yes,0.21,0.16,NA,0.05,0.42
Dokapon DX: Wataru Sekai wa Oni Darake,Asmik Ace Entertainment,Other,RPG,RPG,2004,2004,NA,NA,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
Dokapon Kingdom,Sting,Other,RPG,RPG,2007,2007,E10,E,4,4,NA,NA,61,Yes,0.05,0.04,0.02,0.01,0.11
Dokapon the World,Asmik Ace Entertainment,Other,RPG,RPG,2004,2004,NA,NA,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Doomsday Racers,Phoenix Games,Phoenix Games,Racing,Racing,2005,2005,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dora the Explorer: Dora Saves the Crystal Kingdom,Take-Two Interactive,Take-Two Interactive,Misc,Misc,2009,2009,E,E,1,1,NA,NA,NA,Yes,0.05,0.04,NA,0.01,0.09
Dora the Explorer: Dora Saves the Mermaids,Take-Two Interactive,Take-Two Interactive,Platformer,Platformer,2008,2008,E,E,1,1,NA,NA,NA,Yes,0.06,0.05,NA,0.02,0.12
Dora The Explorer: Dora Saves the Snow Princess,Take-Two Interactive,Take-Two Interactive,Platformer,Platformer,2008,2008,E,E,1,1,NA,NA,NA,Yes,0.19,0.15,NA,0.05,0.38
Dora the Explorer: Journey to the Purple Planet,Global Star,Other,ActionAdventure,ActionAdventure,2005,2005,E,E,1,1,NA,NA,NA,No,0.12,0.09,NA,0.03,0.24
Dora's Big Birthday Adventure,Take-Two Interactive,Take-Two Interactive,Misc,Misc,2010,2009,E,E,1,1,NA,NA,NA,Yes,0.02,0.01,NA,NA,0.04
Downforce,Avalon Interactive,Other,Racing,Racing,2002,2002,E,E,2,2,NA,NA,69,Yes,0.03,0.02,NA,0.01,0.05
Downhill Domination,Codemasters,Codemasters,Racing,Racing,2003,2003,T,T,4,4,NA,NA,79,Yes,0.23,0.18,NA,0.06,0.47
Downhill Slalom,Phoenix Games,Phoenix Games,Sports,Sports,2006,2006,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dr. Dolittle,Blast! Entertainment Ltd,Other,Simulation,Simulation,2006,2006,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dr. Muto,Midway Games,Midway Games,Platformer,Platformer,2002,2002,T,T,1,1,NA,NA,NA,No,0.08,0.06,NA,0.02,0.16
Dr. Seuss' The Cat in the Hat,Vivendi Games,Vivendi Games,Misc,Misc,2003,2003,E,E,1,1,NA,NA,56,No,0.27,0.21,NA,0.07,0.56
Drag Racer USA,Phoenix Games,Phoenix Games,Racing,Racing,2006,2006,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dragon Ball Z: Budokai,Atari,Atari,Fighting,Fighting,2002,2002,T,T,2,2,NA,NA,67,No,2.17,0.28,0.55,0.08,3.09
Dragon Ball Z: Budokai 2,Atari,Atari,Fighting,Fighting,2003,2003,T,T,2,2,NA,NA,66,No,1.63,0.22,0.51,0.06,2.41
Dragon Ball Z: Budokai 3,Atari,Atari,Fighting,Fighting,2004,2004,T,T,2,2,NA,NA,77,Yes,1.09,0.15,0.65,0.04,1.94
Dragon Ball Z: Budokai Tenkaichi,Atari,Atari,Fighting,Fighting,2005,2005,T,T,2,2,NA,NA,72,Yes,0.96,0.12,0.54,0.04,1.66
Dragon Ball Z: Budokai Tenkaichi 2,Atari,Atari,Fighting,Fighting,2006,2006,T,T,2,2,NA,NA,73,Yes,0.66,0.02,NA,0.11,0.79
Dragon Ball Z: Budokai Tenkaichi 3,Atari,Atari,Fighting,Fighting,2007,2007,T,T,2,2,NA,NA,73,Yes,1.15,NA,0.76,1.09,3
Dragon Ball Z: Infinite World,Namco Bandai Games,Namco Bandai Games,Fighting,Fighting,2008,2008,T,T,2,2,2,2,48,Yes,0.08,0.06,0.21,0.02,0.36
Dragon Ball Z: Sagas,Atari,Atari,Fighting,Fighting,2005,2005,T,T,2,2,NA,NA,49,No,0.38,0.01,NA,0.06,0.46
Dragon Blaze,505 Games,505 Games,Shooter,Shooter,2006,2006,T,T,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dragon Quest & Final Fantasy in Itadaki Street Special,Square Enix,Square Enix,Party,Other,2004,2004,E,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,Square Enix,Square Enix,RPG,RPG,2002,2002,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.54,NA,0.54
Dragon Quest V: Tenkuu no Hanayome,Square Enix,Square Enix,RPG,RPG,2004,2004,T,T,1,1,NA,NA,NA,Yes,NA,NA,1.65,NA,1.65
Dragon Quest VIII: Journey of the Cursed King,Square Enix,Square Enix,RPG,RPG,2004,2004,T,T,1,1,NA,NA,89,Yes,0.65,0.75,3.61,0.2,5.21
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Square Enix,Square Enix,RPG,RPG,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.29,NA,0.29
Dragon Rage,3DO,Other,Shooter,Shooter,2001,2001,T,T,1,1,NA,NA,50,Yes,0.03,0.02,NA,0.01,0.06
Dragon Shadow Spell,Flight-Plan,Other,RPG,RPG,2007,2007,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.08,NA,0.08
Dragon Sisters,Essential Games,Other,ActionAdventure,ActionAdventure,2005,2005,NA,NA,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dragon's Lair 3D: Return to the Lair,THQ,THQ,Platformer,Platformer,2002,2002,T,T,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Drakan: The Ancients' Gates,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2002,2002,M,M,1,1,NA,NA,78,Yes,0.13,0.1,NA,0.03,0.26
Drakengard,Square Enix,Square Enix,RPG,RPG,2003,2003,M,M,1,1,NA,NA,63,Yes,0.19,0.15,0.26,0.05,0.65
Drakengard 2,Ubisoft,Ubisoft,RPG,RPG,2005,2005,M,M,1,1,NA,NA,58,Yes,0.06,0.05,NA,0.02,0.13
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,Square Enix,Square Enix,Sports,Sports,2002,2002,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.04,NA,0.04
Dream Audition,Jaleco,Other,Music,Music,2000,2001,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dream Audition 2,Jaleco,Other,Music,Music,2000,2001,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dream Audition 3,Jaleco,Other,Music,Music,2001,2001,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dream Audition Super Hit Disc 1,Jaleco,Other,Music,Music,2001,2001,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dream Audition Super Hit Disc 2,Jaleco,Other,Music,Music,2001,2001,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
DreamMix TV: World Fighters,Hudson Soft,Hudson Soft,Fighting,Fighting,2003,2003,NA,NA,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Driv3r,Atari,Atari,Racing,Racing,2004,2004,M,M,1,1,NA,NA,57,No,0.6,0.47,NA,0.16,1.23
Drive to Survive,Empire Interactive,Empire Interactive,ActionAdventure,ActionAdventure,2005,2005,T,T,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Driven,BAM! Entertainment,Other,Racing,Racing,2001,2001,T,T,2,2,NA,NA,38,No,0.08,0.06,NA,0.02,0.15
Driver: Parallel Lines,Atari,Atari,Racing,Racing,2006,2006,M,M,1,1,NA,NA,69,No,0.12,0.1,0.03,0.03,0.28
Driving Emotion Type-S,Electronic Arts,Electronic Arts,Racing,Racing,2000,2001,E,E,2,2,NA,NA,55,Yes,0.04,0.03,0.11,0.01,0.18
Drome Racers,Electronic Arts,Electronic Arts,Racing,Racing,2002,2002,E,E,2,2,NA,NA,57,No,0.06,0.05,NA,0.02,0.13
Dropship: United Peace Force,Sony Computer Entertainment,Sony Computer Entertainment,Simulation,Simulation,2002,2002,T,T,1,1,NA,NA,78,Yes,0.05,0.04,NA,0.01,0.1
DrumMania,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2000,2001,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.15,NA,0.15
DrumMania 7th Mix,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2001,2001,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.03,NA,0.03
DT Carnage,Agetec,Other,Racing,Racing,2008,2008,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
DT Racer,XS Games,Other,Racing,Racing,2005,2005,E,E,2,2,NA,NA,NA,Yes,0.06,0.05,NA,0.02,0.13
Dual Hearts,Sony Computer Entertainment,Sony Computer Entertainment,RPG,RPG,2002,2002,E,E,1,1,NA,NA,70,Yes,0.03,0.02,NA,0.01,0.05
Duel Masters,Atari,Atari,Strategy,Strategy,2004,2004,E,E,2,2,NA,NA,66,Yes,0.13,0.1,NA,0.03,0.27
Duel Savior Destiny,Alchemist,Other,RPG,RPG,2005,2005,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
D-Unit Drift Racing,Phoenix Games,Phoenix Games,Racing,Racing,2006,2006,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Dynasty Tactics,Tecmo Koei,Tecmo Koei,Strategy,Strategy,2002,2002,T,T,2,2,NA,NA,79,Yes,0.06,0.05,0.16,0.02,0.29
Dynasty Tactics 2,Tecmo Koei,Tecmo Koei,Strategy,Strategy,2003,2003,T,T,1,1,NA,NA,78,Yes,0.05,0.04,NA,0.01,0.11
Dynasty Warriors 2,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2000,2001,T,T,1,1,NA,NA,75,Yes,0.24,0.19,0.34,0.06,0.83
Dynasty Warriors 3,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2001,2001,T,T,2,2,NA,NA,78,No,0.53,0.16,1.07,0.1,1.87
Dynasty Warriors 3: Xtreme Legends,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2002,2002,T,T,2,2,NA,NA,72,Yes,0.13,0.1,0.74,0.03,1
Dynasty Warriors 4,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2003,2003,T,T,2,2,NA,NA,78,No,0.63,0.21,1.13,0.13,2.11
Dynasty Warriors 4 Empires,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2004,2004,T,T,2,2,NA,NA,71,Yes,NA,NA,0.32,NA,0.32
Dynasty Warriors 4: Xtreme Legends,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2003,2003,T,T,2,2,NA,NA,72,Yes,0.17,0.13,0.51,0.04,0.86
Dynasty Warriors 5,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2005,2005,T,T,2,2,NA,NA,69,No,0.24,0.18,0.91,0.06,1.39
Dynasty Warriors 5 Empires,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2006,2006,T,T,2,2,NA,NA,62,Yes,0.11,0.09,0.12,0.03,0.34
Dynasty Warriors 5: Xtreme Legends,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2005,2005,T,T,2,2,NA,NA,57,Yes,0.11,0.08,0.35,0.03,0.57
Dynasty Warriors 6,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,2008,2008,T,T,2,2,NA,NA,43,Yes,0.12,0.09,0.25,0.03,0.5
Dynasty Warriors: Gundam 2,Namco Bandai Games,Namco Bandai Games,ActionAdventure,ActionAdventure,2008,2008,T,T,2,2,2,2,52,Yes,0.04,0.03,0.25,0.01,0.34
E?úO?úE: Eve Of Extinction,Eidos Interactive,Eidos Interactive,Fighting,Fighting,2002,2002,T,T,2,2,NA,NA,NA,Yes,0.04,0.03,0.02,0.01,0.1
Eagle Eye Golf,505 Games,505 Games,Sports,Sports,2005,2005,E10,E,4,4,NA,NA,58,Yes,NA,NA,NA,NA,NA
Earache: Extreme Metal Racing,Metro 3D,Other,Racing,Racing,2007,2007,T,T,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Ecco the Dolphin: Defender of the Future,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2002,2002,E,E,1,1,NA,NA,71,Yes,0.07,0.05,NA,0.02,0.14
Echo Night Beyond,Indie Games,Other,ActionAdventure,ActionAdventure,2004,2004,T,T,1,1,NA,NA,60,Yes,0.02,0.01,NA,NA,0.04
"Ed, Edd n Eddy: The Mis-Edventures",Midway Games,Midway Games,Platformer,Platformer,2005,2005,E,E,1,1,NA,NA,50,No,0.34,0.01,NA,0.06,0.41
Edel Blume,Idea Factory,Idea Factory,JAdventure,JAdventure,2008,2008,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.01,NA,0.01
ef - a fairy tale of the two.,Comfort,Other,JAdventure,JAdventure,2010,2009,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.01,NA,0.01
Egg Mania: Eggstreme Madness,Kemco,Other,Puzzle,Other,2002,2002,E,E,2,2,NA,NA,64,No,0.02,0.01,NA,NA,0.03
Eien no Aseria: The Spirit of Eternity Sword,Nippon Ichi Software,Other,RPG,RPG,2005,2005,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Eikan wa Kimini 2002: Koshien no Kodou,DigiCube,Other,Sports,Sports,2002,2002,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.06,NA,0.06
Eisei Meijin VI,Konami Digital Entertainment,Konami Digital Entertainment,Misc,Misc,2002,2002,E,E,2,2,NA,NA,NA,No,NA,NA,NA,NA,NA
eJay Clubworld,Empire Interactive,Empire Interactive,Music,Music,2003,2003,E,E,2,2,NA,NA,69,Yes,0.07,0.06,NA,0.02,0.15
El Tigre: The Adventures of Manny Rivera,THQ,THQ,Platformer,Platformer,2007,2007,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Elminage: Yami no Fujo to Kamigami no Yubiwa,Starfish,Other,RPG,RPG,2008,2008,T,T,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Elvandia Story,Spike,Other,RPG,RPG,2007,2007,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
Endgame,Empire Interactive,Empire Interactive,Shooter,Shooter,2002,2002,T,T,2,2,NA,NA,57,Yes,0.04,0.03,NA,0.01,0.08
Enter the Matrix,Atari,Atari,ActionAdventure,ActionAdventure,2003,2003,T,T,1,1,NA,NA,62,No,1.78,1.12,0.09,0.19,3.18
Enthusia Professional Racing,Konami Digital Entertainment,Konami Digital Entertainment,Racing,Racing,2005,2005,E,E,2,2,NA,NA,70,Yes,0.07,0.06,NA,0.02,0.15
Ephemeral Fantasia,Konami Digital Entertainment,Konami Digital Entertainment,RPG,RPG,2000,2001,T,T,1,1,NA,NA,48,Yes,0.04,0.03,NA,0.01,0.08
Eragon,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,2006,2006,T,T,2,2,NA,NA,NA,No,NA,NA,NA,NA,NA
Escape From Monkey Island,LucasArts,LucasArts,ActionAdventure,ActionAdventure,2001,2001,T,T,1,1,NA,NA,84,Yes,0.05,0.04,NA,0.01,0.1
Espgaluda,Arika,Other,Shooter,Shooter,2004,2004,NA,NA,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
ESPN College Hoops,Sega,Sega,Sports,Sports,2003,2003,E,E,4,4,8,8,83,No,0.08,0.06,NA,0.02,0.16
ESPN College Hoops 2K5,Sega,Sega,Sports,Sports,2004,2004,E,E,4,4,4,4,86,No,0.41,0.32,NA,0.11,0.84
ESPN International Track & Field,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2000,2001,E,E,2,2,NA,NA,72,Yes,0.09,0.07,NA,0.02,0.19
ESPN International Winter Sports 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,E,E,2,2,NA,NA,62,No,0.03,0.02,NA,0.01,0.06
ESPN MLB Baseball,Sega,Sega,Sports,Sports,2004,2004,E,E,4,4,NA,NA,79,No,0.1,0.08,NA,0.03,0.2
ESPN National Hockey Night,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2001,2001,E,E,4,4,NA,NA,44,Yes,0.03,0.03,NA,0.01,0.07
ESPN NBA 2K5,Sega,Sega,Sports,Sports,2004,2004,E,E,4,4,10,8,83,No,1.26,0.12,NA,0.21,1.59
ESPN NBA 2Night,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2000,2001,E,E,4,4,8,8,62,Yes,0.05,0.04,NA,0.01,0.09
ESPN NBA 2Night 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,E,E,4,4,8,8,59,No,0.02,0.01,NA,NA,0.03
ESPN NBA Basketball,Sega,Sega,Sports,Sports,2003,2003,E,E,4,4,10,8,89,No,0.26,0.21,NA,0.07,0.54
ESPN NFL 2K5,Sega,Sega,Sports,Sports,2004,2004,E,E,4,4,16,16,90,No,2.15,0.12,NA,0.36,2.62
ESPN NFL Football,Sega,Sega,Sports,Sports,2003,2003,E,E,4,4,16,16,91,No,0.27,0.21,NA,0.07,0.56
ESPN NFL Primetime 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2001,2001,E,E,4,4,NA,NA,65,No,0.04,0.03,NA,0.01,0.08
ESPN NHL 2K5,Sega,Sega,Sports,Sports,2004,2004,E,E,4,4,10,8,86,No,0.43,0.33,NA,0.11,0.88
